MW2, MN4, MN5, MN6, VKe, VKmu, VKta, tanb, WW2, WN4, WN5, WN6

3000.0, 3000.0, 3000.0, 3000.0, 0.0, 0.0, 0.0, 0.0, 75.95, 0.1922, 0.1922, 0.1922
